"","sub","game","Response","Reaction.Time","q_nr","age.cat"
"3503","7312620","competition","Niente",8721,3,"Children"
"3504","7312620","competition","15",9317,3,"Children"
"3505","7312620","competition","4",12192,4,"Children"
"3506","7312620","competition","R1",20770,5,"Children"
"3507","7312620","lottery","Niente",7569,1,"Children"
"3508","7312620","lottery","Niente",7655,1,"Children"
"3509","7312620","lottery","10",12184,1,"Children"
"3510","7312620","lottery","R1",15369,2,"Children"
"3511","7312620","lottery","15",6883,3,"Children"
"3512","7312623","general","Vero",6914.71399998808,1,"Children"
"3513","7312623","general","Falso",4660.00899998808,2,"Children"
"3514","7312623","general","Vero",10950.4099999881,3,"Children"
"3515","7312623","general","Falso",14471.21,3,"Children"
"3516","7312623","general","Falso",23119.8669999881,4,"Children"
"3517","7312623","general","Vero",8497.49000001192,5,"Children"
"3518","7312623","coordination","2",15496.493,1,"Children"
"3519","7312623","coordination","2",7933.76000000001,2,"Children"
"3520","7312623","coordination","15",10556.9599999881,2,"Children"
"3521","7312623","coordination","Niente",11997.4599999881,2,"Children"
"3522","7312623","coordination","15",12337.4349999881,3,"Children"
"3523","7312623","coordination","15",10255.019,4,"Children"
"3524","7312623","coordination","R2",38199.331,5,"Children"
"3525","7312623","competition","4",21702.8789999881,1,"Children"
"3526","7312623","competition","Niente",9583.11000001192,2,"Children"
"3527","7312623","competition","4",14374.7099999762,2,"Children"
"3528","7312623","competition","15",15110.7099999762,2,"Children"
"3529","7312623","competition","15",10364.1829999762,3,"Children"
"3530","7312623","competition","15",832.040000011912,4,"Children"
"3531","7312623","competition","15",16696.1399999761,4,"Children"
"3532","7312623","competition","4",17391.8399999642,4,"Children"
"3533","7312623","competition","R1",17896.002,5,"Children"
"3534","7312623","lottery","10",641.757999988098,1,"Children"
"3535","7312623","lottery","R3",778.727999976138,2,"Children"
"3536","7312623","lottery","R2",1314.02799998806,2,"Children"
"3537","7312623","lottery","R2",2650.92799996422,2,"Children"
"3538","7312623","lottery","R1",3506.72799997614,2,"Children"
"3539","7312623","lottery","Niente",871.373999964213,3,"Children"
"3540","7312623","lottery","15",1743.77399999998,3,"Children"
"3541","7312626","general","Vero",16709.8449996185,1,"Adolescents"
"3542","7312626","general","Vero",3724.52800019074,2,"Adolescents"
"3543","7312626","general","Falso",5796.92799980927,2,"Adolescents"
"3544","7312626","general","Falso",23279.6040001907,3,"Adolescents"
"3545","7312626","general","Vero",13274.29,4,"Adolescents"
"3546","7312626","general","Falso",14026.3900003815,4,"Adolescents"
"3547","7312626","general","Falso",8567.349,5,"Adolescents"
"3548","7312626","general","Vero",9118.94900038147,5,"Adolescents"
"3549","7312626","coordination","2",18410.6430001907,1,"Adolescents"
"3550","7312626","coordination","2",12160.8219996185,2,"Adolescents"
"3551","7312626","coordination","15",12841.2220001907,2,"Adolescents"
"3552","7312626","coordination","15",13463.2220001907,2,"Adolescents"
"3553","7312626","coordination","15",15680.7220001907,2,"Adolescents"
"3554","7312626","coordination","Niente",17081.2220001907,2,"Adolescents"
"3555","7312626","coordination","2",15072.732,3,"Adolescents"
"3556","7312626","coordination","15",16512.9319998093,3,"Adolescents"
"3557","7312626","coordination","Niente",7226.58999980928,4,"Adolescents"
"3558","7312626","coordination","2",8497.58999980928,4,"Adolescents"
"3559","7312626","coordination","15",9537.19000019075,4,"Adolescents"
"3560","7312626","coordination","R1",9032.826,5,"Adolescents"
"3561","7312626","coordination","R2",11088.922,5,"Adolescents"
"3562","7312626","competition","15",7363.85700019074,1,"Adolescents"
"3563","7312626","competition","4",8387.45699961853,1,"Adolescents"
"3564","7312626","competition","Niente",5125.08999961853,2,"Adolescents"
"3565","7312626","competition","15",6156.58999961853,2,"Adolescents"
"3566","7312626","competition","4",1990.326,3,"Adolescents"
"3567","7312626","competition","15",2757.93700019072,3,"Adolescents"
"3568","7312626","competition","4",2956.158,4,"Adolescents"
"3569","7312626","competition","R3",2920.86399961854,5,"Adolescents"
"3570","7312626","competition","R2",3872.76400019074,5,"Adolescents"
"3571","7312626","competition","R2",5168.66399980927,5,"Adolescents"
"3572","7312626","competition","R1",6512.76400019074,5,"Adolescents"
"3573","7312626","lottery","10",10219.107,1,"Adolescents"
"3574","7312626","lottery","R2",10526.5119996185,2,"Adolescents"
"3575","7312626","lottery","R2",12414.2120003815,2,"Adolescents"
"3576","7312626","lottery","R1",13781.702,2,"Adolescents"
"3577","7312626","lottery","15",9148.52700000003,3,"Adolescents"
"3578","7312628","general","Vero",6817,1,"Adolescents"
"3579","7312628","general","Falso",4251,2,"Adolescents"
"3580","7312628","general","Falso",5367,3,"Adolescents"
"3581","7312628","general","Vero",7434,4,"Adolescents"
"3582","7312628","general","Vero",7530,4,"Adolescents"
"3583","7312628","general","Falso",10066,4,"Adolescents"
"3584","7312628","general","Falso",2568,5,"Adolescents"
"3585","7312628","general","Falso",2647,5,"Adolescents"
"3586","7312628","general","Vero",3435,5,"Adolescents"
"3587","7312628","coordination","2",7351,1,"Adolescents"
"3588","7312628","coordination","Niente",3134,2,"Adolescents"
"3589","7312628","coordination","2",2317,3,"Adolescents"
"3590","7312628","coordination","15",4784,3,"Adolescents"
"3591","7312628","coordination","Niente",4301,4,"Adolescents"
"3592","7312628","coordination","Niente",4415,4,"Adolescents"
"3593","7312628","coordination","15",4999,4,"Adolescents"
"3594","7312628","coordination","R2",10617,5,"Adolescents"
"3595","7312628","competition","15",2852,1,"Adolescents"
"3596","7312628","competition","15",2936,1,"Adolescents"
"3597","7312628","competition","4",3499,1,"Adolescents"
"3598","7312628","competition","4",4484,2,"Adolescents"
"3599","7312628","competition","4",4562,2,"Adolescents"
"3600","7312628","competition","15",5116,2,"Adolescents"
"3601","7312628","competition","15",3651,3,"Adolescents"
"3602","7312628","competition","15",1966,4,"Adolescents"
"3603","7312628","competition","15",2042,4,"Adolescents"
"3604","7312628","competition","4",2434,4,"Adolescents"
"3605","7312628","competition","R3",982,5,"Adolescents"
"3606","7312628","competition","R3",1090,5,"Adolescents"
"3607","7312628","competition","R2",1550,5,"Adolescents"
"3608","7312628","competition","R2",1660,5,"Adolescents"
"3609","7312628","competition","R1",2025,5,"Adolescents"
"3610","7312628","lottery","10",883,1,"Adolescents"
"3611","7312628","lottery","R2",669,2,"Adolescents"
"3612","7312628","lottery","R2",769,2,"Adolescents"
"3613","7312628","lottery","R1",1302,2,"Adolescents"
"3614","7312628","lottery","Niente",602,3,"Adolescents"
"3615","7312628","lottery","Niente",690,3,"Adolescents"
"3616","7312628","lottery","15",1116,3,"Adolescents"
"3617","7312627","general","Vero",10380.9029998569,1,"Children"
"3618","7312627","general","Falso",3720.29499990463,2,"Children"
"3619","7312627","general","Falso",4240.69799990463,3,"Children"
"3620","7312627","general","Falso",4768.39099985695,4,"Children"
"3621","7312627","general","Vero",6085.44300004769,5,"Children"
"3622","7312627","coordination","2",17054.4239998569,1,"Children"
"3623","7312627","coordination","Niente",10725.274,2,"Children"
"3624","7312627","coordination","15",4979.45199990463,3,"Children"
"3625","7312627","coordination","Niente",3712.01800004768,4,"Children"
"3626","7312627","coordination","2",10239.2179998569,4,"Children"
"3627","7312627","coordination","15",11367.6179999523,4,"Children"
"3628","7312627","coordination","R1",9871.01599995232,5,"Children"
"3629","7312627","coordination","R2",11575.9160000477,5,"Children"
"3630","7312627","competition","15",7495.46799985695,1,"Children"
"3631","7312627","competition","4",9166.76800004768,1,"Children"
"3632","7312627","competition","15",5711.21000004769,2,"Children"
"3633","7312627","competition","4",4361.77699990463,3,"Children"
"3634","7312627","competition","Niente",5692.27699990463,3,"Children"
"3635","7312627","competition","15",7084.177,3,"Children"
"3636","7312627","competition","4",3909.72899999999,4,"Children"
"3637","7312627","competition","R1",6913.46800004769,5,"Children"
"3638","7312627","lottery","10",10102.047,1,"Children"
"3639","7312627","lottery","R1",4116.704,2,"Children"
"3640","7312627","lottery","Niente",9306.73300000001,3,"Children"
"3641","7312627","lottery","15",10136.733,3,"Children"
"3642","7312665","general","Vero",5688.31999985695,1,"Children"
"3643","7312665","general","Falso",4422.43199990463,2,"Children"
"3644","7312665","general","Falso",4098.63399985695,3,"Children"
"3645","7312665","general","Falso",6926.70699980927,4,"Children"
"3646","7312665","general","Vero",4310.56699995232,5,"Children"
"3647","7312665","coordination","2",29986.373999857,1,"Children"
"3648","7312665","coordination","Niente",8259.084,2,"Children"
"3649","7312665","coordination","15",13313.512,3,"Children"
"3650","7312665","coordination","15",12477.8999998093,4,"Children"
"3651","7312665","coordination","R2",21437.2899999523,5,"Children"
"3652","7312665","competition","4",11473.697,1,"Children"
"3653","7312665","competition","15",5893.90799980928,2,"Children"
"3654","7312665","competition","15",6170.74099985693,3,"Children"
"3655","7312665","competition","4",6659.79799985694,4,"Children"
"3656","7312665","competition","R1",8903.652,5,"Children"
"3657","7312665","lottery","10",20620.0319999523,1,"Children"
"3658","7312665","lottery","R2",18186.6619999046,2,"Children"
"3659","7312665","lottery","R1",22514.3619999523,2,"Children"
"3660","7312665","lottery","15",8342.658,3,"Children"
"3661","7312667","general","Vero",4968,1,"Adolescents"
"3662","7312667","general","Falso",3783,2,"Adolescents"
"3663","7312667","general","Falso",4051,3,"Adolescents"
"3664","7312667","general","Falso",5151,4,"Adolescents"
"3665","7312667","general","Vero",7285,5,"Adolescents"
"3666","7312667","coordination","2",16734,1,"Adolescents"
"3667","7312667","coordination","Niente",29119,2,"Adolescents"
"3668","7312667","coordination","15",23185,3,"Adolescents"
"3669","7312667","coordination","15",4951,4,"Adolescents"
"3670","7312667","coordination","R2",20917,5,"Adolescents"
"3671","7312667","competition","4",14463,1,"Adolescents"
"3672","7312667","competition","15",6866,2,"Adolescents"
"3673","7312667","competition","15",6068,3,"Adolescents"
"3674","7312667","competition","4",13118,4,"Adolescents"
"3675","7312667","competition","R1",17966,5,"Adolescents"
"3676","7312667","lottery","10",21735,1,"Adolescents"
"3677","7312667","lottery","R1",13684,2,"Adolescents"
"3678","7312667","lottery","15",60436,3,"Adolescents"
"3679","7312608","general","Vero",3149,1,"Children"
"3680","7312608","general","Falso",2533,2,"Children"
"3681","7312608","general","Falso",2849,3,"Children"
"3682","7312608","general","Falso",6086,4,"Children"
"3683","7312608","general","Vero",6065,5,"Children"
"3684","7312608","coordination","2",7195,1,"Children"
"3685","7312608","coordination","Niente",2751,2,"Children"
"3686","7312608","coordination","15",7802,3,"Children"
"3687","7312608","coordination","15",934,4,"Children"
"3688","7312608","coordination","R2",11818,5,"Children"
"3689","7312608","competition","4",6558,1,"Children"
"3690","7312608","competition","15",1151,2,"Children"
"3691","7312608","competition","4",5649,3,"Children"
"3692","7312608","competition","4",5757,3,"Children"
"3693","7312608","competition","15",10226,3,"Children"
"3694","7312608","competition","4",1416,4,"Children"
"3695","7312608","competition","R1",7368,5,"Children"
"3696","7312608","lottery","10",10031,1,"Children"
"3697","7312608","lottery","R1",9729,2,"Children"
"3698","7312608","lottery","Niente",6651,3,"Children"
"3699","7312608","lottery","Niente",6746,3,"Children"
"3700","7312608","lottery","10",11979,3,"Children"
"3701","7312608","lottery","10",12092,3,"Children"
"3702","7312608","lottery","15",12913,3,"Children"
"3703","7312619","general","Vero",4363,1,"Adolescents"
"3704","7312619","general","Falso",2432,2,"Adolescents"
"3705","7312619","general","Falso",4320,3,"Adolescents"
"3706","7312619","general","Vero",8069,4,"Adolescents"
"3707","7312619","general","Vero",8133,4,"Adolescents"
"3708","7312619","general","Falso",10103,4,"Adolescents"
"3709","7312619","general","Vero",4582,5,"Adolescents"
"3710","7312619","coordination","15",6135,1,"Adolescents"
"3711","7312619","coordination","15",6236,1,"Adolescents"
"3712","7312619","coordination","2",14865,1,"Adolescents"
"3713","7312619","coordination","15",2284,2,"Adolescents"
"3714","7312619","coordination","15",2369,2,"Adolescents"
"3715","7312619","coordination","Niente",5232,2,"Adolescents"
"3716","7312619","coordination","15",5001,3,"Adolescents"
"3717","7312619","coordination","15",867,4,"Adolescents"
"3718","7312619","coordination","R2",18100,5,"Adolescents"
"3719","7312619","competition","4",7849,1,"Adolescents"
"3720","7312619","competition","15",477.000000000015,2,"Adolescents"
"3721","7312619","competition","15",3700,3,"Adolescents"
"3722","7312619","competition","4",534,4,"Adolescents"
"3723","7312619","competition","R1",6282,5,"Adolescents"
"3724","7312619","lottery","10",15436,1,"Adolescents"
"3725","7312619","lottery","R3",7418,2,"Adolescents"
"3726","7312619","lottery","R3",7501,2,"Adolescents"
"3727","7312619","lottery","R2",8234,2,"Adolescents"
"3728","7312619","lottery","R2",8318,2,"Adolescents"
"3729","7312619","lottery","R1",8984,2,"Adolescents"
"3730","7312619","lottery","Niente",6903,3,"Adolescents"
"3731","7312619","lottery","Niente",6972,3,"Adolescents"
"3732","7312619","lottery","15",15868,3,"Adolescents"
"3733","7312614","general","Vero",3916,1,"Children"
"3734","7312614","general","Falso",2282,2,"Children"
"3735","7312614","general","Falso",2901,3,"Children"
"3736","7312614","general","Falso",2999,4,"Children"
"3737","7312614","general","Falso",7900,5,"Children"
"3738","7312614","general","Falso",8105.00000000001,5,"Children"
"3739","7312614","general","Vero",10232,5,"Children"
"3740","7312614","coordination","2",9366,1,"Children"
"3741","7312614","coordination","15",8602,2,"Children"
"3742","7312614","coordination","2",10145,2,"Children"
"3743","7312614","coordination","2",10264,2,"Children"
"3744","7312614","coordination","Niente",11335,2,"Children"
"3745","7312614","coordination","2",871,3,"Children"
